15.0	20052.0	TAKEOFF	-1980.0	15.5	0.0	0.0
55.0	20052.0	LANDING	1980.0	-15.5	0.0	0.0
1162.0	20052.0	ACHS	-1411.8	804.7	444.1	0.0
1159.0	20052.0	ACHS	-1180.7	437.1	400.0	0.0
1146.0	20052.0	ACHS	-1035.1	397.9	519.1	0.0
109.0	20052.0	ACHS	-901.8	533.9	240.0	0.0
160.0	20052.0	ACHS	-847.9	492.2	390.0	0.0
371.0	20052.0	ACHS	-839.4	608.0	400.0	0.0
793.0	20052.0	ACHS	-807.6	828.3	480.0	0.0
211.0	20052.0	ACHS	-802.4	440.4	420.0	0.0
351.0	20052.0	ACHS	-764.5	535.6	405.0	0.0
276.0	20052.0	ACHS	-730.8	376.0	420.0	0.0
314.0	20052.0	ACHS	-695.4	472.4	405.0	0.0
413.0	20052.0	ACHS	-661.3	365.5	490.0	0.0
887.0	20052.0	ACHS	-616.5	1085.9	405.0	0.0
592.0	20052.0	ACHS	-253.6	826.8	449.1	0.0
668.0	20052.0	ACHS	-232.9	876.1	495.0	0.0
899.0	20052.0	ACHS	-207.9	1114.1	449.1	0.0
759.0	20052.0	ACHS	-201.8	779.6	434.1	0.0
790.0	20052.0	ACHS	-128.5	751.0	480.0	0.0
554.0	20052.0	ACHS	-118.4	945.6	509.1	0.0
461.0	20052.0	ACHS	-113.7	824.3	485.0	0.0
497.0	20052.0	ACHS	-61.1	893.8	475.0	0.0
986.0	20052.0	ACHS	80.5	985.8	460.0	0.0
1050.0	20052.0	ACHS	488.2	670.0	190.0	0.0
1231.0	20052.0	ACHS	600.0	763.0	444.1	0.0
1664.0	20052.0	AB_Fuel4_30	-1174.2	1109.5	595.0	0.0
1751.0	20052.0	AB_Fuel4_30	-1144.2	1119.0	595.0	0.0
1759.0	20052.0	AB_Fuel4_30	-445.5	1615.3	595.0	0.0
1789.0	20052.0	AB_Fuel4_30	-407.5	1613.8	595.0	0.0
1554.0	20052.0	AB_Fuel4_30	6.5	1175.5	510.0	0.0
1630.0	20052.0	AB_Fuel4_30	31.9	1218.6	595.0	0.0
1503.0	20052.0	AAA	-1224.8	770.2	625.0	0.0
1334.0	20052.0	AAA	-1053.6	467.5	715.0	0.0
1425.0	20052.0	AAA	-926.8	778.1	670.0	0.0
1268.0	20052.0	AAA	-52.8	1042.7	415.0	0.0
1297.0	20052.0	AAA	253.8	1017.4	385.0	0.0
1543.0	20052.0	AAA	527.1	760.9	595.0	0.0
