15	339	TAKEOFF	622.390000000014	561.264999999956	0	0
48	339	LANDING	-622.390000000014	-561.265000000014	0	0
2658	339	ACHS	-895.440000000002	-380.805000000051	360	0
1929	339	ACHS	-862.23000000004	-447.60500000004	345	0
2657	339	ACHS	-853.710000000021	-279.59500000003	420	0
1953	339	ACHS	-829.919999999984	-491.965000000026	320	0
2135	339	ACHS	-775.869999999995	-217.065000000061	394.1	0
2131	339	ACHS	-745.369999999995	-180.285000000033	409.1	0
1416	339	ACHS	-710.270000000019	-146.305000000051	394.1	0
80	339	ACHS	-586.830000000016	8.36499999993248	400	0
158	339	ACHS	-553.299999999988	46.3349999999628	395	0
1379	339	ACHS	-463.73000000004	136.89499999996	400	0
1085	339	ACHS	-401.320000000007	212.764999999956	395	0
1107	339	ACHS	-375.739999999991	244.434999999939	405	0
1185	339	ACHS	-334.73000000004	293.164999999979	405	0
1228	339	ACHS	-309.549999999988	322.39499999996	400	0
1319	339	ACHS	-284.380000000005	358.124999999942	395	0
287	339	ACHS	-280.239999999991	-702.025000000023	210	0
358	339	ACHS	-250.700000000012	-669.10500000004	230	0
1839	339	ACHS	-219.880000000005	421.684999999939	405	0
182	339	ACHS	-218.75	-631.565000000061	230	0
1741	339	ACHS	-192.679999999993	455.39499999996	395	0
375	339	ACHS	-149.070000000007	-575.405000000028	205	0
1686	339	ACHS	-141.919999999984	529.694999999949	405	0
239	339	ACHS	-131.890000000014	-538.185000000056	200	0
1508	339	ACHS	-113.510000000009	-501.455000000016	225	0
1682	339	ACHS	-110.25	565.43499999994	400	0
1591	339	ACHS	-70.859999999986	605.634999999951	405	0
582	339	ACHS	13.2000000000116	697.124999999942	400	0
749	339	ACHS	15.2600000000093	-308.745000000054	439.1	0
619	339	ACHS	55.7000000000116	736.604999999981	425	0
661	339	ACHS	72.0800000000163	-292.765000000014	444.1	0
628	339	ACHS	128.890000000014	-279.445000000065	454.1	0
1957	339	ACHS	261.479999999981	746.374999999942	469.1	0
2056	339	ACHS	324.989999999991	703.164999999979	514.1	0
2263	339	ACHS	457.880000000005	-168.505000000063	380	0
2190	339	ACHS	467.77999999997	-213.035000000033	385	0
2181	339	ACHS	577	-174.435000000056	519.1	0
2141	339	ACHS	585.659999999974	-228.045000000042	509.1	0
558	339	ACHS	702.219999999972	184.034999999974	534.1	0
478	339	ACHS	708.309999999998	129.634999999951	529.1	0
428	339	ACHS	714.109999999986	65.7649999999558	184.1	0
1549	339	ACHS	718.899999999965	1.2149999999674	180	0
960	339	ACHS	739.690000000002	-98.4350000000559	534.1	0
867	339	ACHS	741.719999999972	-144.32500000007	529.1	0
800	339	ACHS	744.969999999972	-191.835000000021	519.1	0
1024	339	ACHS	751.059999999998	-234.465000000026	529.1	0
2764	339	AB_Fuel4_30	539.049999999988	173.64499999996	540	0
2764	339	AB_Fuel4_30	557.890000000014	214.90499999997	540	0
2740	339	AB_Fuel4_30	576.729999999981	81.2549999999465	540	0
2743	339	AB_Fuel4_30	583	137.764999999956	540	0
2488	339	AAA	-823.72000000003	-605.735000000044	540	0
2585	339	AAA	-692.799999999988	-724.535000000033	540	0
2293	339	AAA	-244.290000000037	691.314999999944	540	0
2307	339	AAA	114.52999999997	834.354999999981	540	0
2401	339	AAA	194.52999999997	-460.275000000023	540	0
2363	339	AAA	873.359999999986	417.354999999981	540	0
