15	20055	TAKEOFF	542.340000000026	-1274.83000000002	0	0
97	20055	LANDING	-542.339999999967	1274.82999999999	0	0
534	20055	ACHS	-931.829999999958	606.25999999998	384.1	0
335	20055	ACHS	-862.459999999963	320.679999999993	389.1	0
557	20055	ACHS	-772.440000000002	164.239999999991	309.1	0
686	20055	ACHS	-720.010000000009	710.869999999995	369.1	0
687	20055	ACHS	-592.899999999965	125.949999999983	369.1	0
1463	20055	ACHS	-519.829999999958	776	434.1	0
1747	20055	ACHS	-484.27999999997	646.669999999984	399.1	0
1551	20055	ACHS	-439.070000000007	811.789999999979	429.1	0
254	20055	ACHS	-402.709999999963	766.100000000006	369.1	0
1015	20055	ACHS	-397.929999999993	11.9499999999825	314.1	0
1602	20055	ACHS	-389	667.669999999984	339.1	0
220	20055	ACHS	-370.719999999972	892.850000000006	399.1	0
1678	20055	ACHS	-341.859999999986	742.829999999987	429.1	0
955	20055	ACHS	-341.159999999974	59.4599999999919	339.1	0
1421	20055	ACHS	-287.219999999972	-632.910000000004	369.1	0
1295	20055	ACHS	-279.899999999965	-23.7600000000093	329.1	0
1098	20055	ACHS	-269.289999999979	86.3399999999965	314.1	0
581	20055	ACHS	-265.719999999972	-501.480000000011	309.1	0
1068	20055	ACHS	-250.989999999991	920.539999999979	359.1	0
1252	20055	ACHS	-176.880000000005	133.75999999998	309.1	0
1169	20055	ACHS	-170.26999999996	46.4499999999825	344.1	0
734	20055	ACHS	-170.149999999965	-191.950000000012	414.1	0
1071	20055	ACHS	-145.02999999997	1018.88999999998	384.1	0
622	20055	ACHS	-114.489999999991	-336.550000000017	299.1	0
1015	20055	ACHS	-105.289999999979	119.929999999993	389.1	0
370	20055	ACHS	-76.0899999999674	1247.63999999998	429.1	0
319	20055	ACHS	-45.5	1105.03999999998	459.1	0
124	20055	ACHS	-32.3999999999651	1547.81	459.1	0
454	20055	ACHS	374.340000000026	-1055.14999999999	324.1	0
1955	20055	AB_Fuel4_30	-803.369999999995	-162.99000000002	510	0
2014	20055	AB_Fuel4_30	-796.709999999963	-121.970000000001	510	0
1868	20055	AB_Fuel4_30	-528.119999999995	1094.44	519.1	0
2044	20055	AB_Fuel4_30	-508.799999999988	1135.72	474.1	0
1852	20055	AB_Fuel4_30	-486.51999999996	1082.42999999999	519.1	0
2118	20055	AB_Fuel4_30	-461.25	1122.50999999998	474.1	0
882	20055	AAA	-1417.29999999999	-222.25	465	0
162	20055	AAA	-1127.54999999999	724.690000000002	645	0
1272	20055	AAA	-877.899999999965	76.5	360	0
448	20055	AAA	-831.950000000012	976.470000000001	570	0
490	20055	AAA	-734.079999999958	826.179999999993	435	0
1308	20055	AAA	-561.329999999958	-2.24000000001979	675	0
1805	20055	AAA	-442.130000000005	-397.460000000021	615	0
802	20055	AAA	-229.579999999958	1180.26999999999	510	0
1388	20055	AAA	-205.26999999996	-250.010000000009	405	0
