15	20051	TAKEOFF	-221.75999999998	855.054999999993	0
88	20051	LANDING	221.760000000009	-855.054999999993	0
1235	20051	ACHS	274.610000000015	-173.315000000002	434.1
916	20051	ACHS	361.480000000011	-143.994999999995	309.1
990	20051	ACHS	457.97000000003	-737.424999999988	264.1
1636	20051	ACHS	465.100000000035	-1313.73499999999	294.1
1668	20051	ACHS	530.000000000029	-1207.715	339.1
1085	20051	ACHS	551.410000000033	-1083.505	264.1
1236	20051	ACHS	1416.98000000001	-2003.595	255
1278	20051	ACHS	1432.45000000001	-2156.98499999999	285
180	20051	ACHS	1573.90000000002	-1845.80499999999	269.1
443	20051	ACHS	1595.56000000003	-1933.57499999998	224.1
759	20051	ACHS	1644.47000000003	-1830.97500000001	324.1
352	20051	ACHS	1697.39000000001	-1943.88499999998	269.1
268	20051	ACHS	1721.26000000001	-1855.405	299.1
703	20051	ACHS	1726.92000000001	-1223.935	264.1
584	20051	ACHS	1773.32000000001	-1278.07499999998	489.1
461	20051	ACHS	1802.32000000001	-1190.42499999999	224.1
838	20051	ACHS	1806.24000000002	-2195.95499999999	234.1
666	20051	ACHS	1860.33000000002	-1283.23499999999	189.1
547	20051	ACHS	1872.57000000001	-1193.64499999999	209.1
562	20051	ACHS	1941.54000000001	-1200.095	189.1
638	20051	ACHS	1953.78000000003	-1290.32499999998	204.1
1170	20051	ACHS	1960.91000000003	-1007.01499999998	434.1
1106	20051	ACHS	1973.10000000004	-884.264999999985	279.1
889	20051	ACHS	2032.46000000002	-1441.905	249.1
905	20051	ACHS	2051.79000000001	-1578.535	279.1
844	20051	ACHS	2103.35000000004	-2013.565	519.1
1733	20051	ACHS	2132.50000000003	-1803.94500000001	539.1
1596	20051	AB_Fuel4_30	1631.86000000002	-2418.10499999998	699.1
1625	20051	AB_Fuel4_30	1677.24000000002	-2437.815	699.1
1555	20051	AB_Fuel4_30	2424.89000000001	-1358.54499999998	510
1576	20051	AB_Fuel4_30	2438.00000000003	-1950.185	510
1346	20051	AAA	2064.84000000003	-1053.79499999998	645
1418	20051	AAA	2170.37000000002	-1410.89499999999	465
1537	20051	AAA	2235.94000000003	-1674.44500000001	405
1492	20051	AAA	2288.70000000001	-1186.035	435
