1837	336	ACHS	-534.665000000037	639.899999999965	389.79	0
1108	336	ACHS	-248.455000000016	620.009999999951	414.79	0
1193	336	ACHS	-206.554999999993	596.80999999994	449.79	0
1241	336	ACHS	-153.715000000026	572.959999999963	474.79	0
1012	336	ACHS	-101.304999999993	541.929999999935	459.79	0
886	336	ACHS	-61.9949999999953	507.119999999937	484.79	0
422	336	ACHS	1.42499999998836	318.54999999993	494.79	0
865	336	ACHS	6.9649999999674	481.339999999967	469.79	0
340	336	ACHS	30.6449999999604	291.209999999963	499.79	0
826	336	ACHS	90.1049999999814	467.169999999926	454.79	0
1325	336	ACHS	125.505000000005	-319.790000000037	314.79	0
965	336	ACHS	144.89499999996	460.079999999958	469.79	0
1353	336	ACHS	151.734999999986	-355.920000000042	319.79	0
1444	336	ACHS	160.454999999958	-520.750000000058	389.79	0
1353	336	ACHS	184.14499999996	-391.360000000044	334.79	0
1437	336	ACHS	209.434999999998	-441.48000000004	314.79	0
196	336	ACHS	307.945000000007	-261.410000000033	214.79	0
497	336	ACHS	314.755000000005	119.379999999946	534.79	0
101	336	ACHS	331.414999999979	78.9099999999162	504.79	0
1611	336	ACHS	429.204999999958	-141.140000000072	189.79	0
653	336	ACHS	470.714999999967	3.20999999996275	454.79	0
1825	336	ACHS	509.854999999981	-68.7000000000699	234.79	0
585	336	ACHS	527.724999999977	47.8199999999488	409.79	0
770	336	ACHS	529.534999999974	110.319999999949	409.79	0
770	336	ACHS	528.534999999974	116.319999999949	412.79	0
1538	336	ACHS	540.054999999993	-172.080000000075	264.79	0
1826	336	ACHS	547.875	-42.9200000000419	239.79	0
705	336	ACHS	570.844999999972	73.8399999999674	394.79	0
164	336	ACHS	576.494999999995	138.929999999935	439.79	0
728	336	ACHS	610.494999999995	108.289999999921	409.79	0
1736	336	ACHS	646.484999999986	21.5299999999697	224.79	0
221	336	ACHS	662.65499999997	130.999999999942	429.79	0
1688	336	ACHS	681.934999999998	51.1699999999255	209.79	0
285	336	ACHS	688.184999999998	-89.7000000000699	214.79	0
